Autauga,,660,90%,-0.19,AL
Edgar,,232,84%,0.81,IL
Edwards,,75,81%,1.36,IL
Effingham,,417,94%,-1.18,IL
Fayette,,190,86%,0.31,IL
Ford,,236,83%,1.09,IL
Franklin,,469,85%,0.59,IL
Fulton,,321,92%,-0.77,IL
Gallatin,,,96%,-1.61,IL
Greene,,,90%,-0.53,IL
Grundy,,"1,036",94%,-1.18,IL
Hamilton,,88,98%,-2.02,IL
Hancock,,197,90%,-0.4,IL
Hardin,,,89%,-0.21,IL
Henderson,,65,85%,0.68,IL
Henry,,625,89%,-0.15,IL
Iroquois,,324,89%,-0.25,IL
Jackson,,515,86%,0.37,IL
Jasper,,103,96%,-1.69,IL
Jefferson,,387,85%,0.66,IL
Jersey,,226,86%,0.35,IL
Jo Daviess,,,96%,-1.65,IL
Johnson,,143,93%,-1.01,IL
Kane,,"7,415",87%,0.1,IL
Kankakee,,"1,295",90%,-0.48,IL
Kendall,,"1,936",95%,-1.45,IL
Knox,,569,89%,-0.15,IL
Lake,,"10,843",91%,-0.65,IL
LaSalle,,"1,165",88%,-0.08,IL
Lawrence,,163,78%,2,IL
Lee,,334,86%,0.36,IL
Livingston,,449,89%,-0.23,IL
Logan,,250,81%,1.32,IL
Macon,,"1,013",85%,0.62,IL
Macoupin,,653,87%,0.2,IL
Madison,,"3,065",87%,0.23,IL
Marion,,511,84%,0.77,IL
Marshall,,,83%,1,IL
Mason,,212,87%,0.22,IL
Massac,,170,75%,2.6,IL
McDonough,,254,87%,0.25,IL
McHenry,,"5,493",94%,-1.27,IL
McLean,,"1,599",92%,-0.78,IL
Menard,,173,91%,-0.59,IL
Mercer,,207,94%,-1.22,IL
Monroe,,444,92%,-0.92,IL
Montgomery,,301,84%,0.77,IL
Morgan,,337,80%,1.53,IL
Moultrie,,115,89%,-0.15,IL
Ogle,,744,95%,-1.46,IL
Peoria,,"1,983",84%,0.88,IL
Perry,,184,92%,-0.94,IL
Piatt,,189,94%,-1.25,IL
Pike,,158,87%,0.26,IL
Pope,,,84%,0.78,IL
Pulaski,,,85%,0.65,IL
Putnam,,66,82%,1.26,IL
Randolph,,307,87%,0.19,IL
Richland,,184,91%,-0.6,IL
Rock Island,,"1,584",93%,-0.99,IL
Saline,,306,82%,1.28,IL
Sangamon,,"2,170",84%,0.77,IL
Schuyler,,90,92%,-0.87,IL
Scott,,,93%,-1.14,IL
Shelby,,152,90%,-0.48,IL
St. Clair,,"3,123",89%,-0.24,IL
Stark,,76,86%,0.49,IL
Stephenson,,467,81%,1.52,IL
Tazewell,,"1,341",88%,0,IL
Union,,208,92%,-0.82,IL
Vermilion,,969,80%,1.66,IL
Wabash,,148,85%,0.7,IL
Warren,,212,89%,-0.15,IL
Washington,,150,94%,-1.33,IL
Wayne,(Click for info),182,70%,3,IL
White,,147,91%,-0.68,IL
Whiteside,,657,88%,-0.07,IL
Will,,"8,619",91%,-0.69,IL
Williamson,,722,87%,0.25,IL
Winnebago,,"3,241",79%,1.75,IL
Woodford,,591,90%,-0.53,IL
Adams,,390,93%,-0.42,IN
Allen,,"3,763",92%,-0.16,IN
Bartholomew,,911,89%,0.39,IN
Benton,,139,94%,-0.67,IN
Blackford,,124,97%,-1.21,IN
Boone,,790,95%,-0.85,IN
Brown,,151,98%,-1.47,IN
Carroll,,224,93%,-0.38,IN
Cass,,435,91%,0.11,IN
Clark,,"1,217",91%,-0.08,IN
Clay,,277,90%,0.33,IN
Clinton,,418,90%,0.19,IN
Crawford,,110,88%,0.61,IN
Daviess,,305,95%,-0.78,IN
Dearborn,,682,94%,-0.68,IN
Decatur,,298,96%,-0.97,IN
DeKalb,,588,91%,-0.05,IN
Delaware,,"1,229",91%,0.07,IN
Dubois,,540,93%,-0.4,IN
Elkhart,,"2,503",91%,0.06,IN
Fayette,,268,92%,-0.15,IN
Floyd,,908,94%,-0.63,IN
Fountain,,219,93%,-0.44,IN
Franklin,,364,96%,-0.96,IN
Fulton,,183,93%,-0.39,IN
Gibson,,363,92%,-0.26,IN
Grant,,749,96%,-1.01,IN
Greene,,340,94%,-0.64,IN
Hamilton,,"5,122",77%,3.03,IN
Hancock,,982,92%,-0.12,IN
Harrison,,441,97%,-1.27,IN
Hendricks,,"2,121",96%,-1.11,IN
Henry,,546,94%,-0.53,IN
Howard,,"1,209",75%,3.39,IN
Huntington,,388,92%,-0.14,IN
Jackson,,481,92%,-0.26,IN
Jasper,,398,93%,-0.4,IN
Jay,,246,96%,-1.03,IN
Jefferson,,341,82%,2.03,IN
Jennings,,306,91%,0.12,IN
Johnson,,"1,871",93%,-0.49,IN
Knox,,322,97%,-1.23,IN
Kosciusko,,897,93%,-0.33,IN
LaGrange,,322,93%,-0.31,IN
Lake,,"6,083",87%,0.76,IN
LaPorte,,"1,304",89%,0.48,IN
Lawrence,,446,84%,1.44,IN
Madison,,"1,384",85%,1.31,IN
Marion,,"11,472",76%,3.21,IN
Marshall,,592,90%,0.29,IN
Martin,,106,96%,-1.09,IN
Miami,,356,95%,-0.82,IN
Monroe,,"1,018",91%,0.07,IN
Montgomery,,437,97%,-1.21,IN
Morgan,,831,92%,-0.21,IN
Newton,,157,88%,0.67,IN
Noble,,554,91%,-0.02,IN
Ohio,,48,94%,-0.57,IN
Orange,,194,92%,-0.25,IN
Owen,,178,92%,-0.22,IN
Parke,,178,85%,1.21,IN
Perry,,228,90%,0.25,IN
Pike,,137,93%,-0.34,IN
Porter,,"2,123",91%,0.06,IN
Posey,,299,93%,-0.33,IN
Pulaski,,159,92%,-0.16,IN
Putnam,,409,91%,-0.08,IN
Randolph,,343,91%,0.09,IN
Ripley,,227,94%,-0.58,IN
Rush,,172,98%,-1.4,IN
Scott,,284,87%,0.95,IN
Shelby,,497,95%,-0.91,IN
Spencer,,230,93%,-0.33,IN
St. Joseph,,"2,845",85%,1.36,IN
Starke,,258,93%,-0.33,IN
Steuben,,242,86%,1,IN
Sullivan,,249,82%,1.85,IN
Switzerland,,108,95%,-0.91,IN
Tippecanoe,,"1,630",85%,1.36,IN
Tipton,,219,95%,-0.83,IN
Union,,110,92%,-0.16,IN
Vanderburgh,,"1,658",81%,2.12,IN
Vermillion,,187,94%,-0.64,IN
Vigo,,950,89%,0.5,IN
Wabash,,411,87%,0.84,IN
Warren,,74,96%,-1.03,IN
Warrick,,728,91%,-0.03,IN
Washington,,311,90%,0.29,IN
Wayne,,846,82%,1.94,IN
Wells,,340,97%,-1.21,IN
White,,345,86%,1.18,IN
Whitley,,481,91%,-0.04,IN
Adair,,69,97%,-1.05,IA
Adams,,53,91%,0.44,IA
Allamakee,,193,94%,-0.41,IA
Appanoose,,134,91%,0.33,IA
Audubon,,38,97%,-1.11,IA
Benton,,257,88%,0.95,IA
Black Hawk,,"1,235",89%,0.71,IA
Boone,,282,96%,-0.82,IA
Bremer,,373,94%,-0.24,IA
Buchanan,,194,94%,-0.42,IA
Buena Vista,,278,68%,5.49,IA
Butler,,125,94%,-0.43,IA
Calhoun,,106,100%,-1.71,IA
Carroll,,234,95%,-0.54,IA
Cass,,244,86%,1.46,IA
Cedar,,230,91%,0.37,IA
Cerro Gordo,,364,91%,0.36,IA
Cherokee,,95,93%,-0.03,IA
Chickasaw,,114,92%,0.09,IA
Clarke,,108,90%,0.61,IA
Clay,,149,89%,0.74,IA
Clayton,,195,92%,0.16,IA
Clinton,,581,92%,0.13,IA
Crawford,,223,91%,0.43,IA
Dallas,,"1,112",97%,-0.93,IA
Davis,,98,96%,-0.78,IA
Decatur,,73,99%,-1.39,IA
Delaware,,168,95%,-0.62,IA
Des Moines,,406,81%,2.55,IA
Dickinson,,205,94%,-0.26,IA
Dubuque,,"1,130",92%,0.17,IA
Emmet,,143,97%,-1.07,IA
Fayette,,243,95%,-0.49,IA
Floyd,,165,93%,-0.19,IA
Franklin,,92,97%,-0.96,IA
Fremont,,84,100%,-1.71,IA
Greene,,100,85%,1.7,IA
Grundy,,217,96%,-0.87,IA
Guthrie,,161,97%,-1,IA
Hamilton,,198,95%,-0.56,IA
Hancock,,129,95%,-0.65,IA
Hardin,,210,94%,-0.3,IA
Harrison,,185,96%,-0.85,IA
Henry,,273,89%,0.88,IA
Howard,,130,95%,-0.48,IA
Humboldt,,115,95%,-0.52,IA
Ida,,94,98%,-1.22,IA
Iowa,,183,96%,-0.71,IA
Jackson,,230,91%,0.27,IA
Jasper,,371,91%,0.25,IA
Jefferson,,168,91%,0.32,IA
Johnson,,"1,209",90%,0.53,IA
Jones,,184,92%,0.02,IA
Keokuk,,80,91%,0.28,IA
Kossuth,,100,94%,-0.34,IA
Lee,,370,91%,0.32,IA
Linn,,"2,577",89%,0.91,IA
Louisa,,184,86%,1.51,IA
Lucas,,102,92%,0.08,IA
Lyon,,144,96%,-0.76,IA
Madison,,243,95%,-0.58,IA
Mahaska,,235,91%,0.23,IA
Marion,,405,97%,-0.98,IA
Marshall,,451,91%,0.36,IA
Mills,,179,96%,-0.82,IA
Mitchell,,131,95%,-0.66,IA
Monona,,109,90%,0.59,IA
Monroe,,81,96%,-0.86,IA
Montgomery,,118,93%,-0.16,IA
Muscatine,,515,86%,1.47,IA
O'Brien,,184,84%,1.88,IA
Osceola,,58,90%,0.65,IA
Page,,183,96%,-0.84,IA
Palo Alto,,128,94%,-0.29,IA
Plymouth,,301,97%,-1.03,IA
Pocahontas,,76,89%,0.69,IA
Polk,,"5,052",90%,0.5,IA
Pottawattamie,,"1,115",92%,0.15,IA
Poweshiek,,202,93%,-0.02,IA
Ringgold,,38,97%,-1.11,IA
Sac,,66,94%,-0.33,IA
Scott,,"1,983",88%,0.97,IA
Shelby,,173,97%,-0.92,IA
Sioux,,316,89%,0.74,IA
Story,,799,94%,-0.34,IA
Tama,,173,94%,-0.39,IA
Taylor,,78,96%,-0.83,IA
Union,,138,92%,0.11,IA
Van Buren,,39,92%,0.04,IA
Wapello,,378,90%,0.64,IA
Warren,,676,95%,-0.6,IA
Washington,,268,89%,0.75,IA
Wayne,,72,92%,0.19,IA
Webster,,362,82%,2.31,IA
Winnebago,,177,93%,-0.04,IA
Winneshiek,,215,97%,-0.97,IA
Woodbury,,"1,239",87%,1.21,IA
Worth,,100,93%,-0.11,IA
Wright,,201,94%,-0.24,IA
Allen,,186,88%,0.17,KS
Anderson,,78,94%,-0.65,KS
Atchison,,150,85%,0.62,KS
Barber,,,93%,-0.54,KS
Barton,,334,85%,0.69,KS
Bourbon,,163,91%,-0.22,KS
Brown,,118,86%,0.57,KS
Butler,,"1,251",88%,0.25,KS
Chase,,,95%,-0.8,KS
Chautauqua,,,88%,0.2,KS
Cherokee,,273,91%,-0.28,KS
Cheyenne,,,87%,0.34,KS
Clark,,,95%,-0.8,KS
Clay,,108,94%,-0.77,KS
Cloud,,122,76%,1.99,KS
Coffey,,,93%,-0.51,KS
Comanche,,,100%,-1.62,KS
Cowley,,416,83%,1.01,KS
Crawford,,477,86%,0.45,KS
Decatur,,,96%,-0.97,KS
Dickinson,,278,92%,-0.47,KS
Doniphan,,,89%,0.11,KS
Douglas,,"1,192",84%,0.84,KS
Edwards,,,85%,0.63,KS
Elk,,,86%,0.55,KS
Ellis,,274,90%,-0.07,KS
Ellsworth,,,84%,0.78,KS
Finney,,645,81%,1.3,KS
Ford,,566,91%,-0.25,KS
Franklin,,337,89%,0.1,KS
Geary,,388,87%,0.42,KS
Gove,,,89%,0.11,KS
Graham,,,100%,-1.62,KS
Grant,,115,91%,-0.3,KS
Gray,,,95%,-0.88,KS
Greeley,,,88%,0.28,KS
Greenwood,,,100%,-1.62,KS
Hamilton,,,97%,-1.23,KS
Harper,,,83%,0.95,KS
Harvey,,442,89%,0.04,KS
Haskell,,,84%,0.83,KS
Hodgeman,,,100%,-1.62,KS
Jackson,,189,94%,-0.66,KS
Jefferson,,284,93%,-0.56,KS
Jewell,,,88%,0.17,KS
Johnson,,"7,024",90%,-0.12,KS
Kearny,,,87%,0.37,KS
Kingman,,96,94%,-0.68,KS
Kiowa,(Click for info),102,50%,3,KS
Labette,,304,91%,-0.3,KS
Lane,,,100%,-1.62,KS
Leavenworth,,"1,020",92%,-0.36,KS
Lincoln,,,92%,-0.4,KS
Linn,,126,93%,-0.54,KS
Logan,,,94%,-0.68,KS
Lyon,,378,88%,0.19,KS
Marion,,,81%,1.21,KS
Marshall,,,94%,-0.71,KS
McPherson,,358,92%,-0.34,KS
Meade,,,86%,0.51,KS
Miami,,851,93%,-0.48,KS
Mitchell,,80,99%,-1.44,KS
Montgomery,,378,87%,0.31,KS
Morris,,,93%,-0.62,KS
Morton,,160,80%,1.42,KS
Nemaha,,161,93%,-0.57,KS
Neosho,,178,92%,-0.4,KS
Ness,,,97%,-1.23,KS
Norton,,,88%,0.28,KS
Osage,,189,86%,0.48,KS
Osborne,,,93%,-0.6,KS
Ottawa,,,90%,-0.12,KS
Pawnee,,91,91%,-0.25,KS
Phillips,,,100%,-1.62,KS
Pottawatomie,,307,93%,-0.5,KS
Pratt,,115,86%,0.49,KS
Rawlins,,,96%,-1.06,KS
Reno,,716,87%,0.31,KS
Republic,,,86%,0.45,KS
Rice,,,93%,-0.56,KS
Riley,,588,82%,1.15,KS
Rooks,,,93%,-0.48,KS
Rush,,,80%,1.36,KS
Russell,,62,84%,0.78,KS
Saline,,640,88%,0.16,KS
Scott,,74,97%,-1.21,KS
Sedgwick,,"5,766",81%,1.22,KS
Seward,,393,88%,0.16,KS
Shawnee,,"2,165",86%,0.48,KS
Sheridan,,,95%,-0.86,KS
Sherman,,72,83%,0.92,KS
Smith,,,89%,0.04,KS
Stafford,,,92%,-0.42,KS
Stanton,,,100%,NR,KS
Stevens,,88,85%,0.63,KS
Sumner,,295,92%,-0.39,KS
Thomas,,92,86%,0.51,KS
Trego,,,88%,0.2,KS
Wabaunsee,,,92%,-0.43,KS
Wallace,,,96%,NR,KS
Washington,,,90%,-0.1,KS
Wichita,,,94%,NR,KS
Wilson,,131,84%,0.81,KS
Woodson,,,93%,-0.54,KS
Wyandotte,,"2,061",75%,2.21,KS
Adair,,186,97%,-0.82,KY
Allen,,225,92%,0.91,KY
Anderson,,267,99%,-1.29,KY
Ballard,,115,92%,0.72,KY
Barren,,408,95%,-0.23,KY
Bath,,152,91%,0.94,KY
Bell,,317,96%,-0.49,KY
Boone,,"1,437",96%,-0.31,KY
Bourbon,,276,93%,0.44,KY
Boyd,,483,94%,0.3,KY
Boyle,,314,97%,-0.67,KY
Bracken,,126,94%,0.04,KY
Breathitt,,178,86%,2.59,KY
Breckinridge,,258,94%,0.12,KY
Bullitt,,999,91%,0.99,KY
Butler,,172,93%,0.47,KY
Caldwell,,141,94%,0.08,KY
Calloway,,315,96%,-0.48,KY
Campbell,,866,98%,-0.93,KY
Carlisle,,62,94%,0.31,KY
Carroll,,119,98%,-1.12,KY
Carter,,359,99%,-1.46,KY
Casey,,150,99%,-1.23,KY
Christian,,558,94%,0.2,KY
Clark,,383,97%,-0.84,KY
Clay,,201,84%,3.15,KY
Clinton,,130,98%,-0.93,KY
Crittenden,,96,85%,2.75,KY
Cumberland,,65,98%,-1.16,KY
Daviess,,984,95%,-0.1,KY
Edmonson,,134,94%,0.17,KY
Elliott,,81,98%,-0.88,KY
Estill,,180,97%,-0.62,KY
Fayette,,"2,755",89%,1.65,KY
Fleming,,176,95%,-0.09,KY
Floyd,,367,96%,-0.56,KY
Franklin,,447,88%,2.07,KY
Fulton,,55,98%,-1.08,KY
Gallatin,,113,96%,-0.3,KY
Garrard,,194,94%,0.23,KY
Grant,,353,89%,1.69,KY
Graves,,385,95%,-0.22,KY
Grayson,,291,85%,2.81,KY
Green,,91,96%,-0.31,KY
Greenup,,455,96%,-0.44,KY
Hancock,,123,95%,-0.16,KY
Hardin,,"1,113",94%,0.1,KY
Harlan,,284,96%,-0.36,KY
Harrison,,219,94%,0.29,KY
Hart,,244,94%,0.22,KY
Henderson,,433,96%,-0.52,KY
Henry,,221,93%,0.41,KY
Hickman,,46,98%,-0.97,KY
Hopkins,,488,91%,1.2,KY
Jackson,,132,89%,1.56,KY
Jefferson,,"6,204",88%,1.92,KY
Jessamine,,516,95%,0,KY
Johnson,,309,96%,-0.36,KY
Kenton,,"1,499",92%,0.78,KY
Knott,,163,98%,-0.89,KY
Knox,,325,95%,-0.24,KY
Larue,,185,99%,-1.3,KY
Laurel,,542,92%,0.76,KY
Lawrence,,142,92%,0.7,KY
Lee,,67,96%,-0.28,KY
Leslie,,121,99%,-1.38,KY
Letcher,,262,97%,-0.82,KY
Lewis,,170,99%,-1.45,KY
Lincoln,,209,96%,-0.48,KY
Livingston,,83,93%,0.54,KY
Logan,,340,89%,1.55,KY
Lyon,,64,98%,-1.16,KY
Madison,,916,95%,-0.25,KY
Magoffin,,148,94%,0.2,KY
Marion,,233,93%,0.56,KY
Marshall,,322,96%,-0.41,KY
Martin,,115,98%,-1.1,KY
Mason,,201,94%,0.17,KY
McCracken,,632,92%,0.89,KY
McCreary,,142,96%,-0.36,KY
McLean,,128,92%,0.72,KY
Meade,,341,96%,-0.39,KY
Menifee,,71,97%,-0.78,KY
Mercer,,245,95%,-0.03,KY
Metcalfe,,108,94%,0.04,KY
Monroe,,138,99%,-1.19,KY
Montgomery,,306,97%,-0.84,KY
Morgan,,129,93%,0.47,KY
Muhlenberg,,377,90%,1.4,KY
Nelson,,517,96%,-0.46,KY
Nicholas,,94,97%,-0.67,KY
Ohio,,244,94%,0.1,KY
Oldham,,901,98%,-0.89,KY
Owen,,135,95%,-0.07,KY
Owsley,,55,85%,2.74,KY
Pendleton,,175,95%,-0.08,KY
Perry,,308,97%,-0.75,KY
Pike,,719,97%,-0.58,KY
Powell,,159,89%,1.77,KY
Pulaski,,691,96%,-0.45,KY
Robertson,,27,100%,-1.63,KY
Rockcastle,,175,98%,-0.94,KY
Rowan,,216,97%,-0.79,KY
Russell,,188,97%,-0.67,KY
Scott,,551,93%,0.55,KY
Shelby,,468,94%,0.23,KY
Simpson,,210,94%,0.23,KY
Spencer,,199,96%,-0.57,KY
Taylor,,304,96%,-0.54,KY
Todd,,114,99%,-1.36,KY
Trigg,,164,91%,0.94,KY
Trimble,,89,93%,0.4,KY
Union,,144,96%,-0.37,KY
Warren,,"1,231",96%,-0.38,KY
Washington,,118,97%,-0.86,KY
Wayne,,251,95%,-0.19,KY
Webster,,156,88%,1.84,KY
Whitley,,457,95%,-0.11,KY
Wolfe,,84,96%,-0.55,KY
Woodford,,291,97%,-0.7,KY
Acadia,,541,91%,-0.8,LA
Allen,,259,92%,-0.95,LA
Ascension,,"1,594",88%,-0.51,LA
Assumption,,242,90%,-0.68,LA
Avoyelles,,410,79%,0.4,LA
Beauregard,,396,95%,-1.2,LA
Bienville,,134,90%,-0.67,LA
Bossier,,"1,433",83%,-0.01,LA
Caddo,,"2,819",74%,0.97,LA
Calcasieu,,"2,081",84%,-0.09,LA
Caldwell,,71,90%,-0.72,LA
Cameron,,90,91%,-0.83,LA
Catahoula,,82,88%,-0.48,LA
Claiborne,,112,90%,-0.73,LA
Concordia,,262,83%,-0.01,LA
De Soto,,336,94%,-1.11,LA
East Baton Rouge,,"4,454",71%,1.27,LA
East Carroll,,,98%,-1.53,LA
East Feliciana,,139,86%,-0.33,LA
Evangeline,,394,81%,0.28,LA
Franklin,,208,76%,0.75,LA
Grant,,225,84%,-0.09,LA
Iberia,,915,81%,0.19,LA
Iberville,,290,86%,-0.32,LA
Jackson,,135,81%,0.26,LA
Jefferson,,"3,168",72%,1.18,LA
Jefferson Davis,,361,93%,-0.97,LA
La Salle,,129,96%,-1.35,LA
Lafayette,,"2,121",77%,0.66,LA
Lafourche,,834,94%,-1.13,LA
Lincoln,,408,96%,-1.3,LA
Livingston,,"1,690",87%,-0.36,LA
Madison,(Click for info),99,40%,3,LA
Morehouse,,273,69%,1.45,LA
Natchitoches,,526,80%,0.38,LA
Orleans,,"3,717",73%,1.08,LA
Ouachita,,"1,948",83%,-0.01,LA
Plaquemines,,295,91%,-0.79,LA
Pointe Coupee,,215,70%,1.39,LA
Rapides,,"1,534",78%,0.58,LA
Red River,,69,84%,-0.1,LA
Richland,,284,78%,0.5,LA
Sabine,,284,93%,-1.05,LA
St. Bernard,,409,91%,-0.82,LA
St. Charles,,717,82%,0.16,LA
St. Helena,,92,74%,0.96,LA
St. James,,276,85%,-0.2,LA
St. John the Baptist,,352,81%,0.26,LA
St. Landry,,942,69%,1.46,LA
St. Martin,,535,84%,-0.06,LA
St. Mary,,609,88%,-0.52,LA
St. Tammany,,"2,686",83%,0.04,LA
Tangipahoa,,"1,407",71%,1.31,LA
Tensas,,,84%,-0.09,LA
Terrebonne,,"1,148",82%,0.08,LA
Union,,207,65%,1.91,LA
Vermilion,,571,94%,-1.08,LA
Vernon,,491,91%,-0.79,LA
Washington,,503,82%,0.17,LA
Webster,,448,77%,0.68,LA
West Baton Rouge,,269,74%,0.92,LA
West Carroll,,120,93%,-1.05,LA
West Feliciana,,143,91%,-0.8,LA
Winn,,175,85%,-0.2,LA
Androscoggin,,"1,039",80%,2.1,ME
Aroostook,,786,89%,-1.07,ME
Cumberland,,"3,182",90%,-1.09,ME
Franklin,,373,90%,-1.29,ME
Hancock,,433,84%,0.91,ME
Kennebec,,"1,079",86%,-0.02,ME
Knox,,363,85%,0.65,ME
Lincoln,,216,83%,1.25,ME
Oxford,,621,84%,0.72,ME
Penobscot,,"1,541",89%,-0.85,ME
Piscataquis,,126,90%,-1.15,ME
Sagadahoc,,420,85%,0.42,ME
Somerset,,554,85%,0.56,ME
Waldo,,306,86%,0.05,ME
Washington,,235,88%,-0.59,ME
York,,"1,710",88%,-0.6,ME
Allegany,,604,89%,0.08,MD
Anne Arundel,,"5,745",89%,0.12,MD
Baltimore,,"8,039",89%,0.04,MD
Baltimore City,,"5,283",71%,3.16,MD
Calvert,,"1,283",95%,-0.93,MD
Caroline,,396,82%,1.18,MD
Carroll,,"2,044",98%,-1.43,MD
Cecil,,"1,173",91%,-0.23,MD
Charles,,"2,053",95%,-0.95,MD
Dorchester,,291,83%,1.04,MD
Frederick,,"3,084",92%,-0.56,MD
Garrett,,289,92%,-0.55,MD
Harford,,"2,749",89%,0.05,MD
Howard,,"4,081",92%,-0.53,MD
Kent,,147,90%,-0.22,MD
Montgomery,,"11,431",90%,-0.05,MD
Prince George's,,"8,951",83%,1.12,MD
Queen Anne's,,560,98%,-1.43,MD
Somerset,,185,86%,0.56,MD
St. Mary's,,"1,252",94%,-0.81,MD
Talbot,,357,87%,0.36,MD
Washington,,"1,644",92%,-0.52,MD
Wicomico,,"1,061",84%,0.93,MD
Worcester,,536,92%,-0.44,MD
Barnstable,,"2,068",92%,-0.58,MA
Berkshire,,"1,329",88%,0.12,MA
Bristol,,"6,149",88%,0.01,MA
Dukes,,194,92%,-0.58,MA
Essex,,"8,723",89%,-0.15,MA
Franklin,,684,82%,0.98,MA
Hampden,,"5,283",85%,0.51,MA
Hampshire,,"1,467",94%,-0.91,MA
Middlesex,,"16,384",94%,-0.88,MA
Nantucket,,118,86%,0.45,MA
Norfolk,,"7,648",93%,-0.84,MA
Plymouth,,"6,348",91%,-0.47,MA
Suffolk,,"5,782",71%,2.84,MA
Worcester,,"9,332",91%,-0.5,MA
Alcona,,58,91%,-1.07,MI
Alger,,71,90%,-0.85,MI
Allegan,,"1,363",87%,-0.23,MI
Alpena,,319,87%,-0.28,MI
Antrim,,239,90%,-0.82,MI
Arenac,,165,92%,-1.09,MI
Baraga,,96,88%,-0.39,MI
Barry,,526,86%,-0.19,MI
Bay,,"1,101",85%,0.01,MI
Benzie,,146,79%,1.01,MI
Berrien,,"2,212",71%,2.43,MI
Branch,,482,82%,0.57,MI
Calhoun,,"1,335",86%,-0.18,MI
Cass,,464,87%,-0.24,MI
